GENUS;Source;COMMENT on genus;primary_lifestyle;Secondary_lifestyle;Comment_on_lifestyle_template;Endophytic_interaction_capability_template;Plant_pathogenic_capacity_template;Decay_substrate_template;Decay_type_template;Aquatic_habitat_template;Animal_biotrophic_capacity_template;Specific_hosts;Growth_form_template;Fruitbody_type_template;Hymenium_type_template;Ectomycorrhiza_exploration_type_template;Ectomycorrhiza_lineage_template;primary_photobiont;secondary_photobiont
Trichasterina;Fungal_traits_DB;;epiphyte;litter_saprotroph;foliar_endophyte;foliar_endophyte;leaf/fruit/seed_pathogen;leaf/fruit/seed;;partly_marine_(partly_non-aquatic);;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Uleothyrium;Fungal_traits_DB;;epiphyte;litter_saprotroph;foliar_endophyte;foliar_endophyte;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Vishnumyces;Fungal_traits_DB;;epiphyte;litter_saprotroph;foliar_endophyte;foliar_endophyte;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Asterotexis;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;epiphyte;foliar_endophyte;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Hemigrapha;Fungal_traits_DB;;lichen_parasite;epiphyte;lichenicolous;;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Lembosia;Fungal_traits_DB;;epiphyte;litter_saprotroph;;foliar_endophyte;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Marquesius;Fungal_traits_DB;;litter_saprotroph;;;;;;;freshwater;;;filamentous_mycelium;;;;;;
Hawksworthiana;Fungal_traits_DB;synonym of Dlhawksworthia;wood_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Argopericonia;Fungal_traits_DB;;epiphyte;;;;;;;;;;;;;;;;
Arcuadendron;Fungal_traits_DB;;animal_parasite;animal_decomposer;;;;animal_material;;;animal_parasite;;;;;;;;
Geoglossum;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Glutinoglossum;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Hemileucoglossum;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Leucoglossum;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Maasoglossum;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Sabuloglossum;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Sarcoleotia;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Trichoglossum;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Nothomitra;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Chromelosporium;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;non-aquatic;;;filamentous_mycelium;other;other;;;;
Bionectria;Fungal_traits_DB;;wood_saprotroph;plant_pathogen;mycoparasite_and_litter_saprotroph_some_species;;leaf/fruit/seed_pathogen;wood,leaf/fruit/seed,fungal_material,animal_material;;non-aquatic;nematophagous;;filamentous_mycelium;;;;;;
Gibberella;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;hypervariable,_saprotroph,damping-off_pathogen;foliar_endophyte;leaf/fruit/seed_pathogen;leaf/fruit/seed,roots,soil,animal_material;soft_rot;partly_aquatic;opportunistic_human_parasite;;filamentous_mycelium;;;;;;
Slopeiomyces;Fungal_traits_DB;;root_endophyte;;;root_endophyte;;;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Neopyricularia;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Triadelphia;Fungal_traits_DB;;litter_saprotroph;plant_pathogen;hypervariable;;other_plant_pathogen;leaf/fruit/seed,animal_material;;partly_freshwater_(partly_non-aquatic);opportunistic_human_parasite;;filamentous_mycelium;none;none;;;;
Mirandina;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;freshwater;;;filamentous_mycelium;;;;;;
Clavicorona;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Chromosera;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Cuphophyllus;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Gliophorus;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Gloioxanthomyces;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Humidicutis;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Hygroaster;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Hygrocybe;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Neohygrocybe;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Porpolomopsis;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Dermoloma;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Pseudobaeospora;Fungal_traits_DB;;soil_saprotroph;unspecified_symbiotroph;CHEGD_symbiotrophs;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Boletinellus;Fungal_traits_DB;;arthropod-associated;root-associated;;root-associated;root-associated;;;non-aquatic;arthropod-associated;;filamentous_mycelium;agaricoid;poroid;;;;
Phaeogyroporus;Fungal_traits_DB;;arthropod-associated;root-associated;;root-associated;root-associated;;;non-aquatic;arthropod-associated;;filamentous_mycelium;agaricoid;poroid;;;;
Phlebopus;Fungal_traits_DB;;arthropod-associated;root-associated;;root-associated;root-associated;;;non-aquatic;arthropod-associated;;filamentous_mycelium;agaricoid;poroid;;;;
Boninogaster;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;gasteroid-hypogeous;closed;;;;
Sclerogaster;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;gasteroid-hypogeous;closed;;;;
Phaeoclavulina;Fungal_traits_DB;;litter_saprotroph;;;;;;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Phlebiporia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white_rot;non-aquatic;;;filamentous_mycelium;corticioid;poroid;;;;
Cerarioporia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Udeniozyma;Fungal_traits_DB;;unspecified;;;;;;;freshwater;;;yeast;none;none;;;;
Aphelariopsis;Fungal_traits_DB;;epiphyte;;;;;;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Olpidium;Fungal_traits_DB;;algal_parasite;plant_pathogen;hypervariable;;leaf/fruit/seed_pathogen,algal_parasite;leaf/fruit/seed,roots,algal_material,animal_material;;partly_aquatic;;;zoosporic-plasmodium_(aphelid);zoosporangium;closed;;;;
Aphelidium;Fungal_traits_DB;;algal_parasite;;;no_endophytic_capacity;algal_parasite;algal_material;;partly_aquatic;;algae;zoosporic-plasmodium_(aphelid);none;none;;;;
Paraphelidium;Fungal_traits_DB;;algal_parasite;;;no_endophytic_capacity;algal_parasite;algal_material;;partly_aquatic;;algae;zoosporic-plasmodium_(aphelid);none;none;;;;
Pseudaphelidium;Fungal_traits_DB;;algal_parasite;;;no_endophytic_capacity;algal_parasite;algal_material;;marine;;algae;zoosporic-plasmodium_(aphelid);none;none;;;;
Amoeboaphelidium;Fungal_traits_DB;;algal_parasite;;;no_endophytic_capacity;algal_parasite;algal_material;;partly_aquatic;;algae;zoosporic-plasmodium_(aphelid);none;none;;;;
Ozonium;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;partly_aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Archaeorhizomyces;Fungal_traits_DB;;soil_saprotroph;root-associated;;root-associated;root-associated;roots,soil;;non-aquatic;;;filamentous_mycelium;none;none;;;;
Andreiomyces;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;none;none;;;chlorococcoid;
Amazonomyces;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Arthonia;Fungal_traits_DB;;lichenized;;lichen_parasite_some_species;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Arthothelium;Fungal_traits_DB;;lichenized;;saprotroph_unspecified_some_species;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Briancoppinsia;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;none;none;;;;
Coniangium;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;;;;;;
Coniarthonia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Coniocarpon;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Crypthonia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Cryptophaea;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Cryptothecia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;other;;;;trentepohlioid;
Eremothecella;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Glomerulophoron;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;none;none;;;trentepohlioid;
Herpothallon;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;none;none;;;trentepohlioid;
Inoderma;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Leprantha;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;;;;;;
Myriostigma;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;other;;;;trentepohlioid;
Pachnolepia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Reichlingia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;;
Snippocia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;none;none;;;trentepohlioid;
Sporodophoron;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Stirtonia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;other;;;;trentepohlioid;
Tylophoron;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;mazaedium_(pushpin-like);other;;;trentepohlioid;
Chrysothrix;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;chlorococcoid;
Melarthonis;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;chlorococcoid;
Alyxoria;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Heterocyphelium;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;mazaedium_(pushpin-like);other;;;trentepohlioid;
Lecanographa;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;chlorococcoid
Milospium;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;none;none;;;;
Mixtoconidium;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;apothecium_(hymenium_on_surface);smooth;;;;
Phacographa;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;apothecium_(hymenium_on_surface);smooth;;;;
Plectocarpon;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;apothecium_(hymenium_on_surface);smooth;;;;
Zwackhia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Camanchaca;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;;;;;;
Combea;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;;
Dictyographa;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;;;;;;
Dolichocarpus;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;;
Fouragea;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Hubbsia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Ingaderia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;;
Llimonaea;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Nyungwea;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;none;none;;;trentepohlioid;
Opegrapha;Fungal_traits_DB;;lichenized;;saprotroph_unspecified_some_species;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Paraingaderia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Paralecanographa;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Paraschismatomma;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Pentagenella;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Schizopelte;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;;
Sclerophyton;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Sparria;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Ancistrosporella;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;;
Austrographa;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Austroroccella;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Chiodecton;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Cresponea;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Crocellina;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Dendrographa;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Dichosporidium;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Dirina;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Diromma;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Enterodictyon;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;;
Enterographa;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Erythrodecton;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Follmanniella;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Gorgadesia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Graphidastra;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Gyrographa;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Gyronactis;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Halographis;Fungal_traits_DB;;lichenized;;lichenized_loosely;;;;;partly_marine_(partly_non-aquatic);;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;cyanobacterial;
Haplodina;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;cyanobacterial;
Isalonactis;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Lecanactis;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Mazosia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Neosergipea;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Ocellomma;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Protoroccella;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Pseudolecanactis;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;;;;;;
Pseudoschismatomma;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Psoronactis;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Pulvinodecton;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Roccella;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Roccellaria;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Roccellina;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Sagenidiopsis;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Schismatomma;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Sigridea;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Simonyella;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
Sipmania;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;;;;;;
Streimannia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;perithecium_(hymenium_hidden,_narrow_opening);closed;;;trentepohlioid;
Syncesia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;other;;;;trentepohlioid;
Tania;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;apothecium_(hymenium_on_surface);smooth;;;trentepohlioid;
